File,True Label,Predicted Label
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Yok/11013.png,0,1
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Yok/11288.png,0,1
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Yok/12528.png,0,1
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Yok/14110.png,0,1
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Yok/14554.png,0,1
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Yok/16983.png,0,1
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/10105.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/10150.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/10808.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/10859.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/11004.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/11282.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/11490.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/11998.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/12165.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/12365.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/13025.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/13045.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/13077.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/13092.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/13114.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/13193.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/13667.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/13727.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/13992.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/14013.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/14047.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/14514.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/14741.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/14889.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/15031.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/15313.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/15328.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/15347.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/15491.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/15547.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/15603.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/15765.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/16394.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/16587.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/16631.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/16701.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/16928.png,1,0
/content/drive/MyDrive/Teknofest_Braincoders/Alt_Kumeler_Augmantasyon/Fold2/test/Inme-Var/12794.png,1,0
